DOY,	MES,	DIA,	HS,	IDT,	GHI,	DNI,	GTI20,	GTI35,	GTI45,	GTI60,	GTI90,	TAM,	HRE,	PAM,	VVI10,	DVI10,	VVI20,	DVI20,	CZ,	AS,	GS
8,	1,	8,	0,	7.000,	0,	0,	0,	0,	0,	0,	0,	19.2,	88,	1011.3,	2.1,	100,	5.9,	183,	0.000,	0.0,	0.0
8,	1,	8,	1,	7.042,	0,	0,	0,	0,	0,	0,	0,	19.0,	90,	1011.1,	2.1,	90,	7.1,	144,	0.000,	0.0,	0.0
8,	1,	8,	2,	7.083,	0,	0,	0,	0,	0,	0,	0,	18.0,	94,	1011.4,	2.1,	60,	5.8,	136,	0.000,	0.0,	0.0
8,	1,	8,	3,	7.125,	0,	0,	0,	0,	0,	0,	0,	17.0,	94,	1011.0,	2.1,	50,	4.0,	116,	0.000,	0.0,	0.0
8,	1,	8,	4,	7.167,	0,	0,	0,	0,	0,	0,	0,	16.6,	96,	1010.4,	2.1,	50,	3.0,	121,	0.000,	0.0,	0.0
8,	1,	8,	5,	7.208,	0,	0,	0,	0,	0,	0,	0,	16.8,	98,	1010.8,	2.1,	50,	3.9,	139,	0.000,	0.0,	0.0
8,	1,	8,	6,	7.250,	0,	0,	0,	0,	0,	0,	0,	15.4,	98,	1010.4,	2.1,	30,	5.0,	144,	0.000,	0.0,	0.0
8,	1,	8,	7,	7.292,	0,	0,	0,	0,	0,	0,	0,	14.0,	100,	1011.3,	2.1,	320,	4.5,	138,	0.000,	0.0,	0.0
8,	1,	8,	8,	7.333,	0,	0,	0,	0,	0,	0,	0,	14.0,	100,	1011.9,	2.1,	350,	3.9,	127,	0.000,	0.0,	0.0
8,	1,	8,	9,	7.375,	35,	173,	14,	14,	13,	13,	12,	16.6,	98,	1012.5,	2.1,	350,	3.1,	117,	0.053,	3.0,	-115.3
8,	1,	8,	10,	7.417,	195,	513,	124,	67,	44,	45,	47,	19.2,	90,	1012.9,	3.1,	360,	2.8,	123,	0.250,	14.5,	-107.4
8,	1,	8,	11,	7.458,	408,	706,	344,	276,	222,	134,	74,	21.4,	75,	1013.8,	2.6,	20,	2.8,	113,	0.446,	26.5,	-99.9
8,	1,	8,	12,	7.500,	622,	831,	580,	511,	449,	336,	94,	23.4,	67,	1013.4,	2.1,	60,	2.6,	78,	0.625,	38.7,	-92.1
8,	1,	8,	13,	7.542,	808,	902,	791,	724,	657,	526,	188,	25.0,	61,	1013.6,	2.6,	110,	1.7,	331,	0.777,	51.0,	-82.9
8,	1,	8,	14,	7.583,	947,	941,	951,	889,	818,	674,	285,	24.2,	68,	1014.0,	3.1,	140,	2.0,	242,	0.891,	63.0,	-69.9
8,	1,	8,	15,	7.625,	1030,	959,	1046,	987,	915,	764,	344,	25.2,	60,	1013.6,	3.1,	130,	2.6,	208,	0.958,	73.4,	-44.5
8,	1,	8,	16,	7.667,	1051,	963,	1071,	1012,	940,	787,	359,	25.4,	53,	1013.6,	3.1,	150,	3.9,	201,	0.976,	77.3,	10.6
8,	1,	8,	17,	7.708,	1009,	955,	1022,	962,	890,	741,	329,	25.4,	47,	1014.2,	4.1,	120,	3.8,	194,	0.941,	70.3,	55.4
8,	1,	8,	18,	7.750,	907,	931,	904,	840,	771,	630,	256,	25.6,	51,	1013.0,	4.1,	120,	3.8,	194,	0.857,	59.0,	75.0
8,	1,	8,	19,	7.792,	750,	883,	725,	657,	591,	466,	150,	25.6,	51,	1013.0,	4.1,	140,	3.0,	169,	0.730,	46.9,	86.2
8,	1,	8,	20,	7.833,	553,	796,	503,	433,	373,	268,	88,	25.2,	47,	1013.2,	3.6,	120,	3.4,	149,	0.568,	34.6,	94.8
8,	1,	8,	21,	7.875,	342,	686,	270,	201,	150,	69,	63,	25.0,	66,	1013.7,	3.1,	110,	2.9,	107,	0.381,	22.4,	102.4
8,	1,	8,	22,	7.917,	135,	466,	64,	33,	33,	34,	35,	22.8,	70,	1014.6,	2.6,	120,	2.3,	91,	0.184,	10.6,	109.9
8,	1,	8,	23,	7.958,	0,	0,	0,	0,	0,	0,	0,	21.6,	80,	1015.2,	2.6,	150,	2.9,	71,	0.000,	0.0,	0.0
9,	1,	9,	0,	8.000,	0,	0,	0,	0,	0,	0,	0,	21.2,	84,	1015.8,	2.6,	130,	3.1,	59,	0.000,	0.0,	0.0
9,	1,	9,	1,	8.042,	0,	0,	0,	0,	0,	0,	0,	21.0,	87,	1016.4,	2.6,	140,	2.7,	64,	0.000,	0.0,	0.0
9,	1,	9,	2,	8.083,	0,	0,	0,	0,	0,	0,	0,	20.6,	89,	1016.4,	3.1,	100,	2.8,	80,	0.000,	0.0,	0.0
9,	1,	9,	3,	8.125,	0,	0,	0,	0,	0,	0,	0,	19.6,	94,	1016.7,	3.4,	71,	3.2,	110,	0.000,	0.0,	0.0
9,	1,	9,	4,	8.167,	0,	0,	0,	0,	0,	0,	0,	18.8,	96,	1016.2,	3.6,	50,	3.7,	110,	0.000,	0.0,	0.0
9,	1,	9,	5,	8.208,	0,	0,	0,	0,	0,	0,	0,	17.4,	100,	1016.7,	1.5,	40,	3.2,	77,	0.000,	0.0,	0.0
9,	1,	9,	6,	8.250,	0,	0,	0,	0,	0,	0,	0,	16.4,	98,	1017.4,	2.1,	360,	3.3,	85,	0.000,	0.0,	0.0
9,	1,	9,	7,	8.292,	0,	0,	0,	0,	0,	0,	0,	16.8,	98,	1018.1,	3.1,	40,	3.2,	117,	0.000,	0.0,	0.0
9,	1,	9,	8,	8.333,	0,	0,	0,	0,	0,	0,	0,	16.2,	98,	1018.8,	2.1,	320,	3.0,	107,	0.000,	0.0,	0.0
9,	1,	9,	9,	8.375,	33,	163,	13,	13,	13,	13,	12,	18.2,	94,	1020.2,	2.6,	179,	3.9,	101,	0.050,	2.9,	-115.2
9,	1,	9,	10,	8.417,	197,	542,	123,	63,	40,	42,	45,	20.8,	84,	1021.1,	3.1,	30,	4.1,	101,	0.248,	14.3,	-107.3
9,	1,	9,	11,	8.458,	405,	704,	342,	274,	221,	134,	74,	22.8,	76,	1021.3,	2.1,	20,	4.4,	90,	0.443,	26.3,	-99.8
9,	1,	9,	12,	8.500,	620,	829,	578,	509,	447,	336,	94,	24.0,	68,	1022.0,	3.6,	120,	5.6,	85,	0.623,	38.5,	-92.0
9,	1,	9,	13,	8.542,	806,	902,	789,	723,	656,	526,	189,	23.2,	73,	1021.9,	3.6,	130,	4.3,	92,	0.775,	50.8,	-82.8
9,	1,	9,	14,	8.583,	946,	940,	950,	888,	818,	675,	286,	24.0,	68,	1021.3,	4.1,	140,	4.3,	103,	0.889,	62.8,	-69.7
9,	1,	9,	15,	8.625,	1029,	958,	1046,	987,	916,	765,	346,	25.0,	64,	1021.8,	4.6,	150,	4.0,	109,	0.958,	73.2,	-44.5
9,	1,	9,	16,	8.667,	1051,	963,	1071,	1013,	941,	788,	362,	24.4,	72,	1021.6,	5.1,	150,	4.6,	101,	0.975,	77.2,	10.1
9,	1,	9,	17,	8.708,	1009,	954,	1023,	963,	892,	743,	331,	24.4,	72,	1021.0,	7.2,	120,	4.4,	105,	0.941,	70.2,	55.0
9,	1,	9,	18,	8.750,	907,	931,	905,	842,	773,	633,	259,	24.6,	64,	1021.1,	6.2,	140,	3.6,	113,	0.858,	59.0,	74.7
9,	1,	9,	19,	8.792,	751,	883,	726,	659,	593,	468,	152,	24.6,	65,	1020.7,	8.2,	130,	5.6,	104,	0.730,	46.9,	86.0
9,	1,	9,	20,	8.833,	553,	796,	504,	434,	375,	270,	88,	23.8,	69,	1020.7,	8.7,	120,	5.5,	108,	0.568,	34.6,	94.6
9,	1,	9,	21,	8.875,	333,	639,	266,	201,	152,	75,	67,	23.0,	75,	1020.9,	7.7,	110,	5.8,	106,	0.382,	22.4,	102.2
9,	1,	9,	22,	8.917,	134,	451,	65,	34,	34,	35,	35,	22.0,	80,	1021.1,	6.2,	120,	4.3,	107,	0.184,	10.6,	109.8
9,	1,	9,	23,	8.958,	0,	0,	0,	0,	0,	0,	0,	21.8,	84,	1021.4,	5.7,	120,	4.6,	108,	0.000,	0.0,	0.0
10,	1,	10,	0,	9.000,	0,	0,	0,	0,	0,	0,	0,	22.0,	77,	1022.3,	6.2,	110,	4.1,	105,	0.000,	0.0,	0.0
10,	1,	10,	1,	9.042,	0,	0,	0,	0,	0,	0,	0,	21.6,	75,	1022.5,	5.7,	90,	4.2,	88,	0.000,	0.0,	0.0
10,	1,	10,	2,	9.083,	0,	0,	0,	0,	0,	0,	0,	21.0,	80,	1022.7,	4.6,	90,	4.6,	70,	0.000,	0.0,	0.0
10,	1,	10,	3,	9.125,	0,	0,	0,	0,	0,	0,	0,	20.2,	83,	1022.3,	5.1,	90,	4.8,	59,	0.000,	0.0,	0.0
10,	1,	10,	4,	9.167,	0,	0,	0,	0,	0,	0,	0,	19.2,	98,	1022.3,	2.1,	80,	4.5,	53,	0.000,	0.0,	0.0
10,	1,	10,	5,	9.208,	0,	0,	0,	0,	0,	0,	0,	18.2,	94,	1021.8,	2.6,	70,	4.2,	44,	0.000,	0.0,	0.0
10,	1,	10,	6,	9.250,	0,	0,	0,	0,	0,	0,	0,	18.2,	96,	1021.6,	2.6,	70,	4.1,	40,	0.000,	0.0,	0.0
10,	1,	10,	7,	9.292,	0,	0,	0,	0,	0,	0,	0,	18.0,	94,	1021.6,	2.1,	80,	4.0,	34,	0.000,	0.0,	0.0
10,	1,	10,	8,	9.333,	0,	0,	0,	0,	0,	0,	0,	18.8,	90,	1022.6,	2.1,	110,	3.6,	22,	0.000,	0.0,	0.0
10,	1,	10,	9,	9.375,	31,	157,	12,	12,	12,	12,	11,	21.0,	82,	1023.3,	2.6,	110,	3.6,	18,	0.047,	2.7,	-115.2
10,	1,	10,	10,	9.417,	191,	517,	121,	63,	42,	44,	46,	22.4,	74,	1023.9,	4.6,	90,	4.2,	20,	0.245,	14.2,	-107.2
10,	1,	10,	11,	9.458,	403,	702,	340,	272,	220,	133,	74,	23.0,	68,	1023.5,	6.2,	50,	3.8,	15,	0.441,	26.2,	-99.7
10,	1,	10,	12,	9.500,	617,	828,	576,	508,	447,	335,	94,	24.2,	64,	1023.2,	7.2,	70,	3.7,	22,	0.621,	38.4,	-91.9
10,	1,	10,	13,	9.542,	804,	901,	788,	723,	656,	526,	191,	25.8,	58,	1023.0,	6.7,	100,	3.7,	32,	0.774,	50.7,	-82.7
10,	1,	10,	14,	9.583,	944,	940,	949,	888,	818,	675,	288,	25.8,	59,	1021.9,	7.2,	120,	1.6,	51,	0.888,	62.6,	-69.6
10,	1,	10,	15,	9.625,	1028,	958,	1046,	988,	916,	766,	348,	26.6,	56,	1021.4,	7.2,	120,	2.3,	110,	0.957,	73.1,	-44.4
10,	1,	10,	16,	9.667,	1050,	962,	1071,	1014,	942,	790,	364,	25.6,	68,	1020.9,	7.2,	130,	5.2,	178,	0.975,	77.1,	9.6
10,	1,	10,	17,	9.708,	1009,	954,	1023,	965,	894,	745,	334,	25.4,	70,	1020.6,	8.7,	110,	6.0,	177,	0.941,	70.2,	54.5
10,	1,	10,	18,	9.750,	907,	930,	906,	843,	775,	635,	261,	25.4,	70,	1019.7,	9.3,	120,	6.4,	164,	0.858,	59.0,	74.3
10,	1,	10,	19,	9.792,	751,	883,	727,	661,	596,	471,	155,	25.6,	73,	1019.3,	9.8,	120,	6.1,	148,	0.730,	46.9,	85.8
10,	1,	10,	20,	9.833,	553,	796,	505,	436,	377,	273,	88,	25.4,	71,	1018.7,	9.3,	120,	5.0,	143,	0.568,	34.6,	94.4
10,	1,	10,	21,	9.875,	336,	654,	269,	203,	154,	76,	66,	24.6,	75,	1018.8,	8.2,	110,	4.4,	143,	0.382,	22.4,	102.0
10,	1,	10,	22,	9.917,	133,	449,	66,	34,	34,	35,	35,	24.0,	75,	1019.2,	5.1,	110,	3.6,	116,	0.184,	10.6,	109.6
10,	1,	10,	23,	9.958,	0,	0,	0,	0,	0,	0,	0,	23.4,	80,	1019.8,	4.1,	100,	3.7,	98,	0.000,	0.0,	0.0
11,	1,	11,	0,	10.000,	0,	0,	0,	0,	0,	0,	0,	22.6,	78,	1020.2,	3.1,	80,	4.1,	98,	0.000,	0.0,	0.0
11,	1,	11,	1,	10.042,	0,	0,	0,	0,	0,	0,	0,	21.4,	76,	1020.6,	4.6,	80,	3.8,	81,	0.000,	0.0,	0.0
11,	1,	11,	2,	10.083,	0,	0,	0,	0,	0,	0,	0,	20.4,	83,	1020.4,	4.6,	70,	4.8,	53,	0.000,	0.0,	0.0
11,	1,	11,	3,	10.125,	0,	0,	0,	0,	0,	0,	0,	19.8,	88,	1020.2,	4.6,	60,	4.6,	46,	0.000,	0.0,	0.0
11,	1,	11,	4,	10.167,	0,	0,	0,	0,	0,	0,	0,	19.8,	90,	1020.2,	3.1,	70,	4.1,	36,	0.000,	0.0,	0.0
11,	1,	11,	5,	10.208,	0,	0,	0,	0,	0,	0,	0,	19.8,	90,	1020.0,	2.1,	90,	3.7,	28,	0.000,	0.0,	0.0
11,	1,	11,	6,	10.250,	0,	0,	0,	0,	0,	0,	0,	19.8,	92,	1018.9,	3.1,	100,	3.6,	19,	0.000,	0.0,	0.0
11,	1,	11,	7,	10.292,	0,	0,	0,	0,	0,	0,	0,	19.6,	90,	1018.6,	3.6,	90,	3.3,	8,	0.000,	0.0,	0.0
11,	1,	11,	8,	10.333,	0,	0,	0,	0,	0,	0,	0,	20.2,	91,	1019.6,	2.6,	90,	3.2,	3,	0.000,	0.0,	0.0
11,	1,	11,	9,	10.375,	29,	145,	12,	12,	11,	11,	10,	21.6,	86,	1019.6,	2.6,	90,	3.0,	6,	0.045,	2.6,	-115.1
11,	1,	11,	10,	10.417,	188,	515,	119,	62,	42,	43,	45,	23.2,	75,	1019.7,	3.6,	70,	3.6,	11,	0.243,	14.0,	-107.2
11,	1,	11,	11,	10.458,	406,	728,	342,	273,	220,	132,	71,	24.0,	77,	1019.2,	4.6,	70,	4.4,	15,	0.439,	26.0,	-99.6
11,	1,	11,	12,	10.500,	550,	611,	516,	461,	411,	321,	122,	25.2,	76,	1019.0,	3.1,	100,	5.2,	19,	0.619,	38.3,	-91.8
11,	1,	11,	13,	10.542,	714,	663,	700,	646,	592,	486,	210,	25.6,	76,	1018.6,	2.6,	140,	5.0,	20,	0.772,	50.5,	-82.6
11,	1,	11,	14,	10.583,	843,	705,	846,	794,	736,	618,	295,	27.2,	65,	1018.3,	5.7,	120,	4.9,	14,	0.887,	62.5,	-69.5
11,	1,	11,	15,	10.625,	914,	711,	927,	878,	819,	695,	349,	26.8,	67,	1017.9,	5.7,	120,	4.5,	29,	0.956,	72.9,	-44.4
11,	1,	11,	16,	10.667,	928,	701,	943,	895,	836,	712,	363,	26.6,	72,	1017.1,	7.2,	130,	5.1,	37,	0.974,	77.0,	9.1
11,	1,	11,	17,	10.708,	937,	796,	950,	897,	834,	702,	335,	27.0,	72,	1017.1,	6.2,	130,	5.3,	36,	0.941,	70.2,	54.0
11,	1,	11,	18,	10.750,	872,	845,	871,	813,	748,	617,	266,	26.2,	75,	1016.1,	7.2,	120,	5.7,	40,	0.858,	59.0,	74.0
11,	1,	11,	19,	10.792,	763,	916,	740,	672,	606,	479,	156,	25.0,	79,	1016.0,	7.2,	120,	5.9,	46,	0.731,	46.9,	85.5
11,	1,	11,	20,	10.833,	569,	852,	519,	448,	386,	278,	83,	24.4,	80,	1015.9,	6.7,	120,	5.6,	55,	0.568,	34.6,	94.1
11,	1,	11,	21,	10.875,	337,	661,	270,	205,	155,	77,	65,	24.0,	83,	1014.6,	7.2,	110,	4.8,	55,	0.382,	22.5,	101.8
11,	1,	11,	22,	10.917,	133,	446,	66,	34,	34,	35,	36,	23.6,	84,	1014.9,	6.2,	110,	4.7,	59,	0.184,	10.6,	109.4
11,	1,	11,	23,	10.958,	0,	0,	0,	0,	0,	0,	0,	23.4,	86,	1014.9,	4.6,	100,	4.5,	55,	0.000,	0.0,	0.0
12,	1,	12,	0,	11.000,	0,	0,	0,	0,	0,	0,	0,	23.0,	88,	1015.6,	2.1,	260,	4.3,	53,	0.000,	0.0,	0.0
12,	1,	12,	1,	11.042,	0,	0,	0,	0,	0,	0,	0,	22.8,	88,	1015.6,	2.1,	340,	5.1,	44,	0.000,	0.0,	0.0
12,	1,	12,	2,	11.083,	0,	0,	0,	0,	0,	0,	0,	22.0,	93,	1015.4,	1.0,	270,	5.5,	43,	0.000,	0.0,	0.0
12,	1,	12,	3,	11.125,	0,	0,	0,	0,	0,	0,	0,	22.2,	91,	1014.7,	5.7,	220,	4.5,	40,	0.000,	0.0,	0.0
12,	1,	12,	4,	11.167,	0,	0,	0,	0,	0,	0,	0,	21.6,	93,	1013.8,	4.6,	220,	4.5,	38,	0.000,	0.0,	0.0
12,	1,	12,	5,	11.208,	0,	0,	0,	0,	0,	0,	0,	21.0,	96,	1013.4,	4.6,	210,	4.0,	33,	0.000,	0.0,	0.0
12,	1,	12,	6,	11.250,	0,	0,	0,	0,	0,	0,	0,	20.2,	96,	1013.4,	5.1,	190,	3.5,	29,	0.000,	0.0,	0.0
12,	1,	12,	7,	11.292,	0,	0,	0,	0,	0,	0,	0,	20.0,	98,	1012.9,	5.7,	190,	3.6,	28,	0.000,	0.0,	0.0
12,	1,	12,	8,	11.333,	0,	0,	0,	0,	0,	0,	0,	20.4,	98,	1013.6,	3.6,	190,	3.3,	23,	0.000,	0.0,	0.0
12,	1,	12,	9,	11.375,	28,	137,	11,	11,	11,	10,	10,	21.0,	94,	1012.9,	2.6,	190,	3.3,	25,	0.042,	2.4,	-115.0
12,	1,	12,	10,	11.417,	182,	481,	116,	63,	45,	46,	47,	23.4,	88,	1013.7,	4.6,	190,	4.2,	22,	0.240,	13.9,	-107.1
12,	1,	12,	11,	11.458,	397,	697,	335,	269,	218,	133,	73,	25.4,	81,	1013.6,	5.1,	190,	3.9,	16,	0.436,	25.9,	-99.5
12,	1,	12,	12,	11.500,	612,	825,	572,	505,	445,	335,	93,	26.0,	76,	1013.7,	5.1,	180,	5.8,	15,	0.617,	38.1,	-91.6
12,	1,	12,	13,	11.542,	799,	899,	785,	721,	655,	527,	194,	28.0,	70,	1012.8,	4.1,	180,	5.8,	19,	0.770,	50.4,	-82.4
12,	1,	12,	14,	11.583,	941,	938,	947,	887,	818,	677,	292,	26.8,	72,	1012.3,	5.1,	180,	5.5,	19,	0.886,	62.3,	-69.3
12,	1,	12,	15,	11.625,	933,	755,	948,	898,	837,	709,	350,	27.0,	71,	1012.3,	4.1,	160,	4.8,	21,	0.955,	72.7,	-44.3
12,	1,	12,	16,	11.667,	973,	801,	992,	942,	878,	744,	365,	26.6,	72,	1011.4,	2.6,	160,	3.7,	29,	0.974,	76.8,	8.6
12,	1,	12,	17,	11.708,	1008,	953,	1024,	967,	897,	750,	340,	26.8,	68,	1010.6,	4.1,	160,	3.0,	38,	0.940,	70.1,	53.5
12,	1,	12,	18,	11.750,	906,	930,	907,	847,	778,	640,	267,	25.6,	72,	1010.0,	3.1,	150,	3.5,	73,	0.858,	59.0,	73.7
12,	1,	12,	19,	11.792,	751,	882,	729,	664,	600,	476,	161,	25.6,	74,	1009.1,	4.1,	150,	3.9,	78,	0.731,	46.9,	85.3
12,	1,	12,	20,	11.833,	553,	796,	507,	439,	381,	277,	88,	26.0,	69,	1008.6,	4.6,	130,	6.4,	139,	0.568,	34.6,	93.9
12,	1,	12,	21,	11.875,	337,	661,	271,	206,	157,	79,	65,	26.4,	62,	1008.3,	4.1,	110,	5.7,	135,	0.382,	22.5,	101.6
12,	1,	12,	22,	11.917,	135,	466,	66,	33,	33,	34,	35,	25.2,	64,	1007.5,	4.1,	90,	4.5,	122,	0.184,	10.6,	109.2
12,	1,	12,	23,	11.958,	0,	0,	0,	0,	0,	0,	0,	25.2,	70,	1008.3,	3.6,	70,	3.8,	113,	0.000,	0.0,	0.0
13,	1,	13,	0,	12.000,	0,	0,	0,	0,	0,	0,	0,	24.2,	78,	1008.7,	2.6,	100,	3.9,	99,	0.000,	0.0,	0.0
13,	1,	13,	1,	12.042,	0,	0,	0,	0,	0,	0,	0,	24.0,	83,	1008.9,	2.6,	70,	4.1,	86,	0.000,	0.0,	0.0
13,	1,	13,	2,	12.083,	0,	0,	0,	0,	0,	0,	0,	25.2,	76,	1008.3,	5.7,	40,	4.1,	78,	0.000,	0.0,	0.0
13,	1,	13,	3,	12.125,	0,	0,	0,	0,	0,	0,	0,	24.6,	82,	1008.3,	3.6,	40,	3.9,	63,	0.000,	0.0,	0.0
13,	1,	13,	4,	12.167,	0,	0,	0,	0,	0,	0,	0,	24.0,	83,	1007.3,	4.6,	40,	4.1,	50,	0.000,	0.0,	0.0
13,	1,	13,	5,	12.208,	0,	0,	0,	0,	0,	0,	0,	23.4,	86,	1007.1,	4.1,	30,	4.2,	36,	0.000,	0.0,	0.0
13,	1,	13,	6,	12.250,	0,	0,	0,	0,	0,	0,	0,	23.0,	90,	1006.0,	5.1,	30,	3.1,	22,	0.000,	0.0,	0.0
13,	1,	13,	7,	12.292,	0,	0,	0,	0,	0,	0,	0,	22.4,	88,	1006.3,	4.1,	20,	3.1,	11,	0.000,	0.0,	0.0
13,	1,	13,	8,	12.333,	0,	0,	0,	0,	0,	0,	0,	22.2,	87,	1006.9,	4.1,	20,	3.0,	8,	0.000,	0.0,	0.0
13,	1,	13,	9,	12.375,	25,	118,	11,	10,	10,	10,	9,	23.4,	81,	1006.6,	4.6,	20,	2.7,	4,	0.039,	2.2,	-115.0
13,	1,	13,	10,	12.417,	168,	400,	113,	67,	52,	52,	51,	25.8,	73,	1007.1,	6.2,	20,	2.5,	6,	0.237,	13.7,	-107.0
13,	1,	13,	11,	12.458,	400,	725,	338,	270,	218,	131,	70,	28.6,	63,	1006.9,	6.7,	350,	3.6,	251,	0.434,	25.7,	-99.4
13,	1,	13,	12,	12.500,	628,	884,	587,	517,	454,	340,	87,	31.0,	52,	1007.0,	6.2,	310,	3.5,	76,	0.615,	37.9,	-91.5
13,	1,	13,	13,	12.542,	806,	920,	791,	727,	661,	531,	194,	32.8,	49,	1006.8,	6.7,	290,	2.8,	21,	0.769,	50.2,	-82.3
13,	1,	13,	14,	12.583,	932,	921,	939,	880,	813,	674,	294,	33.0,	46,	1006.6,	5.1,	310,	1.9,	89,	0.884,	62.2,	-69.1
13,	1,	13,	15,	12.625,	638,	190,	635,	606,	577,	518,	357,	27.8,	72,	1007.3,	9.3,	230,	2.5,	105,	0.954,	72.6,	-44.2
13,	1,	13,	16,	12.667,	561,	92,	554,	530,	506,	461,	339,	26.6,	67,	1008.2,	10.3,	200,	4.6,	175,	0.973,	76.7,	8.1
13,	1,	13,	17,	12.708,	853,	610,	862,	818,	765,	654,	345,	27.0,	70,	1008.2,	10.3,	200,	5.7,	176,	0.940,	70.1,	52.9
13,	1,	13,	18,	12.750,	745,	540,	743,	699,	650,	553,	289,	26.8,	69,	1008.0,	7.7,	180,	6.7,	167,	0.857,	59.0,	73.3
13,	1,	13,	19,	12.792,	632,	547,	615,	567,	520,	430,	199,	25.4,	67,	1007.5,	6.2,	160,	7.1,	155,	0.731,	46.9,	85.0
13,	1,	13,	20,	12.833,	453,	443,	422,	377,	338,	269,	136,	24.8,	72,	1008.5,	5.7,	180,	6.8,	155,	0.568,	34.6,	93.7
13,	1,	13,	21,	12.875,	227,	171,	205,	181,	163,	133,	108,	24.0,	80,	1008.9,	3.6,	170,	5.6,	141,	0.382,	22.4,	101.4
13,	1,	13,	22,	12.917,	120,	328,	69,	44,	43,	43,	40,	23.4,	80,	1009.4,	3.6,	160,	5.0,	123,	0.184,	10.6,	109.1
13,	1,	13,	23,	12.958,	0,	0,	0,	0,	0,	0,	0,	23.4,	80,	1010.9,	3.6,	180,	4.3,	112,	0.000,	0.0,	0.0
14,	1,	14,	0,	13.000,	0,	0,	0,	0,	0,	0,	0,	22.6,	91,	1011.5,	4.1,	210,	4.2,	100,	0.000,	0.0,	0.0
14,	1,	14,	1,	13.042,	0,	0,	0,	0,	0,	0,	0,	22.2,	87,	1011.1,	4.1,	190,	4.2,	89,	0.000,	0.0,	0.0
14,	1,	14,	2,	13.083,	0,	0,	0,	0,	0,	0,	0,	22.0,	91,	1010.9,	4.1,	190,	4.2,	70,	0.000,	0.0,	0.0
14,	1,	14,	3,	13.125,	0,	0,	0,	0,	0,	0,	0,	21.2,	94,	1011.6,	5.7,	210,	4.9,	52,	0.000,	0.0,	0.0
14,	1,	14,	4,	13.167,	0,	0,	0,	0,	0,	0,	0,	21.0,	90,	1010.9,	4.6,	170,	4.5,	46,	0.000,	0.0,	0.0
14,	1,	14,	5,	13.208,	0,	0,	0,	0,	0,	0,	0,	20.4,	96,	1011.2,	9.8,	180,	3.8,	38,	0.000,	0.0,	0.0
14,	1,	14,	6,	13.250,	0,	0,	0,	0,	0,	0,	0,	20.4,	87,	1011.5,	11.8,	180,	4.0,	35,	0.000,	0.0,	0.0
14,	1,	14,	7,	13.292,	0,	0,	0,	0,	0,	0,	0,	20.2,	89,	1012.2,	8.7,	180,	4.0,	35,	0.000,	0.0,	0.0
14,	1,	14,	8,	13.333,	0,	0,	0,	0,	0,	0,	0,	20.2,	64,	1013.5,	10.8,	190,	3.6,	30,	0.000,	0.0,	0.0
14,	1,	14,	9,	13.375,	23,	101,	10,	10,	10,	10,	9,	19.8,	66,	1014.1,	9.3,	190,	3.3,	29,	0.036,	2.1,	-114.9
14,	1,	14,	10,	13.417,	81,	26,	76,	70,	66,	61,	49,	20.0,	64,	1015.5,	8.7,	180,	3.6,	29,	0.234,	13.6,	-106.9
14,	1,	14,	11,	13.458,	199,	51,	190,	178,	167,	149,	116,	19.8,	60,	1015.8,	9.8,	180,	3.7,	27,	0.431,	25.5,	-99.3
14,	1,	14,	12,	13.500,	258,	26,	251,	238,	227,	207,	156,	21.4,	51,	1016.7,	9.3,	180,	5.2,	30,	0.613,	37.8,	-91.4
14,	1,	14,	13,	13.542,	398,	60,	389,	370,	353,	320,	237,	20.8,	48,	1016.9,	9.8,	180,	3.8,	32,	0.767,	50.1,	-82.1
14,	1,	14,	14,	13.583,	660,	312,	657,	624,	588,	517,	323,	21.4,	48,	1017.2,	9.8,	180,	2.8,	53,	0.883,	62.0,	-68.9
14,	1,	14,	15,	13.625,	902,	692,	917,	871,	814,	693,	355,	21.0,	49,	1017.2,	9.8,	180,	3.1,	79,	0.953,	72.4,	-44.1
14,	1,	14,	16,	13.667,	850,	541,	862,	822,	772,	668,	373,	21.4,	58,	1017.4,	9.8,	190,	3.3,	75,	0.972,	76.5,	7.7
14,	1,	14,	17,	13.708,	642,	209,	639,	610,	579,	519,	353,	22.0,	52,	1017.9,	9.8,	190,	3.6,	91,	0.940,	70.0,	52.4
14,	1,	14,	18,	13.750,	696,	429,	693,	654,	612,	528,	300,	21.4,	51,	1017.9,	9.3,	190,	7.6,	151,	0.857,	59.0,	72.9
14,	1,	14,	19,	13.792,	631,	544,	615,	568,	521,	431,	201,	20.4,	56,	1018.4,	8.7,	190,	6.3,	148,	0.731,	46.9,	84.7
14,	1,	14,	20,	13.833,	405,	296,	382,	348,	318,	266,	158,	19.4,	55,	1018.0,	10.3,	180,	5.8,	156,	0.568,	34.6,	93.5
14,	1,	14,	21,	13.875,	237,	205,	212,	185,	165,	131,	107,	19.2,	53,	1018.5,	8.7,	180,	4.9,	139,	0.382,	22.4,	101.2
14,	1,	14,	22,	13.917,	124,	372,	69,	40,	40,	40,	39,	18.6,	52,	1018.8,	7.7,	170,	4.1,	105,	0.183,	10.6,	108.9
14,	1,	14,	23,	13.958,	0,	0,	0,	0,	0,	0,	0,	18.4,	56,	1019.3,	7.2,	160,	3.9,	110,	0.000,	0.0,	0.0
